result_dir,output_file,strategy_dir,output_strategy,bbox_name,split,index,prompt,bbox_xyxy,threshold,inside_output_target_l1,inside_output_target_mse,outside_output_source_l1,outside_output_source_mse,outside_outer_output_source_l1,outside_outer_output_source_mse,whole_output_source_l1,whole_output_target_l1,clip_output_prompt_similarity,clip_target_prompt_similarity,lpips_output_target_whole,lpips_output_source_whole,lpips_output_target_inside_bbox,lpips_output_source_inside_bbox,changed_pixels,bbox_pixels,changed_bbox_iou,changed_inside_bbox_ratio,bbox_coverage_by_change,changed_center_x,changed_center_y,changed_to_bbox_center_distance_px,changed_to_bbox_center_distance_norm
results/fixed_location_ablation/strategy_c_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_2_seed1234_bbox_bottom_right_strategy_c.png,strategy_c_top-left_ablation,strategy_c,bottom_right,test,2,Add a person in a yellow vest,"[312, 0, 512, 512]",0.08,0.1436624974012375,0.05165353789925575,0.03472737595438957,0.004560983274132013,0.03128194808959961,0.0027395556680858135,0.0770617425441742,0.14426688849925995,nan,nan,nan,nan,nan,nan,60156,102400,0.39149639191583707,0.7602732894474367,0.446630859375,346.8279113769531,251.48231506347656,65.32848239991472,0.09022307208907367
results/fixed_location_ablation/strategy_c_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_2_seed1234_bbox_center_strategy_c.png,strategy_c_top-left_ablation,strategy_c,center,test,2,Add a person in a yellow vest,"[156, 0, 356, 512]",0.08,0.1643456220626831,0.06884560734033585,0.04361048713326454,0.005827703513205051,0.04077095910906792,0.004300691187381744,0.08373000472784042,0.10607802867889404,nan,nan,nan,nan,nan,nan,62720,102400,0.31733469491958133,0.6341836734693878,0.3884375,238.00112915039062,276.8254089355469,27.52557009752339,0.038014682171844616
results/fixed_location_ablation/strategy_c_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_2_seed1234_bbox_original_strategy_c.png,strategy_c_top-left_ablation,strategy_c,original,test,2,Add a person in a yellow vest,"[88, 0, 288, 512]",0.08,0.19535064697265625,0.07962332665920258,0.041052836924791336,0.004515387583523989,0.04298441857099533,0.004876761697232723,0.09361860156059265,0.1021926999092102,nan,nan,nan,nan,nan,nan,73760,102400,0.4123872519542995,0.6973291757049892,0.502294921875,218.99417114257812,273.4403991699219,35.564113485670276,0.04911645666524491
results/fixed_location_ablation/strategy_c_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_2_seed1234_bbox_top_left_strategy_c.png,strategy_c_top-left_ablation,strategy_c,top_left,test,2,Add a person in a yellow vest,"[0, 0, 200, 512]",0.08,0.1649484634399414,0.06710696965456009,0.03958911821246147,0.004233661573380232,0.03943820297718048,0.004246044903993607,0.09589335322380066,0.11455708742141724,nan,nan,nan,nan,nan,nan,72039,102400,0.4126102342756727,0.7072835547411819,0.497578125,193.9061737060547,309.3544921875,108.00495959305626,0.14916218619146315
results/fixed_location_ablation/strategy_c_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_2_seed1234_bbox_zero_strategy_c.png,strategy_c_top-left_ablation,strategy_c,zero,test,2,Add a person in a yellow vest,"[0, 0, 0, 0]",0.08,nan,nan,0.06418945640325546,0.01778801903128624,0.06430388987064362,0.017826728522777557,0.06418945640325546,0.11530686169862747,nan,nan,nan,nan,nan,nan,47962,0,0.0,0.0,nan,221.66485595703125,254.28167724609375,337.3343738037053,0.4658816860232767
results/fixed_location_ablation/strategy_cplus_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_0_seed1234_bbox_bottom_right_strategy_c.png,strategy_cplus_top-left_ablation,strategy_c,bottom_right,test,0,Add a metallic spoon,"[8, 312, 512, 512]",0.08,0.05260255187749863,0.011076865717768669,0.029906021431088448,0.001767433132044971,0.02996644377708435,0.0017797729233279824,0.036683421581983566,0.06738679856061935,nan,nan,nan,nan,nan,nan,18561,100800,0.09762287921283737,0.5719519422444911,0.10531746031746032,303.81219482421875,283.4278869628906,135.83186911083322,0.18759303857326895
results/fixed_location_ablation/strategy_cplus_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_0_seed1234_bbox_center_strategy_c.png,strategy_cplus_top-left_ablation,strategy_c,center,test,0,Add a metallic spoon,"[4, 156, 508, 356]",0.08,0.1813148856163025,0.0695197656750679,0.03942352533340454,0.004801850765943527,0.034608639776706696,0.002376619027927518,0.09639410674571991,0.09444233775138855,nan,nan,nan,nan,nan,nan,58869,100800,0.40092477231649326,0.7762149858159643,0.4533234126984127,228.4635009765625,236.97853088378906,33.46752255256939,0.04622092216100689
results/fixed_location_ablation/strategy_cplus_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_0_seed1234_bbox_original_strategy_c.png,strategy_cplus_top-left_ablation,strategy_c,original,test,0,Add a metallic spoon,"[0, 144, 504, 344]",0.08,0.20011143386363983,0.08099813014268875,0.03669371083378792,0.003507856512442231,0.0342399924993515,0.0022721318528056145,0.10070289671421051,0.09996497631072998,nan,nan,nan,nan,nan,nan,61483,100800,0.4393043077223262,0.8056210659857196,0.4913888888888889,230.55712890625,231.88348388671875,24.629386583237988,0.03401485599506358
results/fixed_location_ablation/strategy_cplus_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_0_seed1234_bbox_top_left_strategy_c.png,strategy_cplus_top-left_ablation,strategy_c,top_left,test,0,Add a metallic spoon,"[0, 0, 504, 200]",0.08,0.08192373067140579,0.022273322567343712,0.028699936345219612,0.0016007754020392895,0.029044436290860176,0.0016306053148582578,0.04263434559106827,0.07320839166641235,nan,nan,nan,nan,nan,nan,23259,100800,0.15159475716619636,0.7021368072574057,0.1620138888888889,335.6290588378906,161.65867614746094,103.90193369889148,0.14349562870484614
results/fixed_location_ablation/strategy_cplus_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_0_seed1234_bbox_zero_strategy_c.png,strategy_cplus_top-left_ablation,strategy_c,zero,test,0,Add a metallic spoon,"[0, 0, 0, 0]",0.08,nan,nan,0.035971321165561676,0.004222465213388205,0.035999689251184464,0.004229755140841007,0.035971321165561676,0.0662006065249443,nan,nan,nan,nan,nan,nan,18456,0,0.0,0.0,nan,236.062744140625,214.00694274902344,318.62923707027574,0.4400486215169688
results/fixed_location_ablation/strategy_cplus_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_1_seed1234_bbox_bottom_right_strategy_c.png,strategy_cplus_top-left_ablation,strategy_c,bottom_right,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[304, 288, 512, 512]",0.08,0.4607749879360199,0.311526894569397,0.03252630680799484,0.0070822820998728275,0.0280287005007267,0.0037759654223918915,0.10754375159740448,0.12242458760738373,nan,nan,nan,nan,nan,nan,46735,46592,0.5481735841544739,0.7070717877393816,0.709241929945055,369.26483154296875,326.76177978515625,82.85077051924463,0.11442254230603198
results/fixed_location_ablation/strategy_cplus_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_1_seed1234_bbox_center_strategy_c.png,strategy_cplus_top-left_ablation,strategy_c,center,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[152, 144, 360, 368]",0.08,0.21345297992229462,0.0994417667388916,0.028133224695920944,0.004787712823599577,0.025010250508785248,0.0021869270130991936,0.06981634348630905,0.06141802296042442,nan,nan,nan,nan,nan,nan,39249,46592,0.45836801957153295,0.6874060485617468,0.5790693681318682,258.1015625,221.8480682373047,34.21653121029663,0.047255353998988066
results/fixed_location_ablation/strategy_cplus_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_1_seed1234_bbox_original_strategy_c.png,strategy_cplus_top-left_ablation,strategy_c,original,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[184, 136, 392, 360]",0.08,0.2490658164024353,0.12717610597610474,0.0274958573281765,0.004269242286682129,0.024179598316550255,0.001657851622439921,0.0684908926486969,0.06719932705163956,nan,nan,nan,nan,nan,nan,35234,46592,0.39684870004609163,0.6597888403246864,0.4989483173076923,282.6111145019531,238.09292602539062,11.27786334592871,0.015575495408596478
results/fixed_location_ablation/strategy_cplus_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_1_seed1234_bbox_top_left_strategy_c.png,strategy_cplus_top-left_ablation,strategy_c,top_left,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[0, 0, 208, 224]",0.08,0.1486412137746811,0.053823407739400864,0.01930464617908001,0.0011001199018210173,0.01887548714876175,0.0010656934464350343,0.041727323085069656,0.05749090388417244,nan,nan,nan,nan,nan,nan,27870,46592,0.38856876456876455,0.7476498026551848,0.4472226991758242,153.6220245361328,119.82981872558594,50.235957046124874,0.06937926930998246
results/fixed_location_ablation/strategy_cplus_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_1_seed1234_bbox_zero_strategy_c.png,strategy_cplus_top-left_ablation,strategy_c,zero,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[0, 0, 0, 0]",0.08,nan,nan,0.03257150575518608,0.007451998069882393,0.03260216861963272,0.007467186544090509,0.03257150575518608,0.04563717171549797,nan,nan,nan,nan,nan,nan,17208,0,0.0,0.0,nan,207.64273071289062,191.81137084960938,282.6784491345465,0.3903981411686218
results/fixed_location_ablation/strategy_cplus_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_2_seed1234_bbox_bottom_right_strategy_c.png,strategy_cplus_top-left_ablation,strategy_c,bottom_right,test,2,Add a person in a yellow vest,"[312, 0, 512, 512]",0.08,0.07109872996807098,0.02200973778963089,0.029646044597029686,0.00240758853033185,0.029975946992635727,0.0024158789310604334,0.04554912447929382,0.11310984194278717,nan,nan,nan,nan,nan,nan,35464,102400,0.1992032219061785,0.6457534401082788,0.223642578125,321.2637023925781,317.93817138671875,109.86087919834421,0.15172533724270568
results/fixed_location_ablation/strategy_cplus_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_2_seed1234_bbox_center_strategy_c.png,strategy_cplus_top-left_ablation,strategy_c,center,test,2,Add a person in a yellow vest,"[156, 0, 356, 512]",0.08,0.15452243387699127,0.06368306279182434,0.03905963897705078,0.004144171718508005,0.04039457440376282,0.004311400931328535,0.059979550540447235,0.10189739614725113,nan,nan,nan,nan,nan,nan,45164,102400,0.19954152678085144,0.5435081037994863,0.239716796875,255.90074157714844,279.3819580078125,23.38216868713452,0.032292363354532366
results/fixed_location_ablation/strategy_cplus_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_2_seed1234_bbox_original_strategy_c.png,strategy_cplus_top-left_ablation,strategy_c,original,test,2,Add a person in a yellow vest,"[88, 0, 288, 512]",0.08,0.18191669881343842,0.07414276897907257,0.04070509225130081,0.004580603912472725,0.04280741885304451,0.004974481649696827,0.07925243675708771,0.09673407673835754,nan,nan,nan,nan,nan,nan,58980,102400,0.2925807562614637,0.6193455408613089,0.356728515625,235.81814575195312,293.0611877441406,60.49881569222221,0.0835529742768075
results/fixed_location_ablation/strategy_cplus_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_2_seed1234_bbox_top_left_strategy_c.png,strategy_cplus_top-left_ablation,strategy_c,top_left,test,2,Add a person in a yellow vest,"[0, 0, 200, 512]",0.08,0.19743940234184265,0.0804588720202446,0.03892830014228821,0.004203243181109428,0.03904542699456215,0.004266910720616579,0.06970851123332977,0.12704350054264069,nan,nan,nan,nan,nan,nan,55658,102400,0.2836780937066004,0.6275647705630817,0.341103515625,194.37576293945312,274.56365966796875,96.18416756759932,0.13283686939420442
results/fixed_location_ablation/strategy_cplus_top-left_ablation,strategy_c_final_epoch_0010_step_002560_test_2_seed1234_bbox_zero_strategy_c.png,strategy_cplus_top-left_ablation,strategy_c,zero,test,2,Add a person in a yellow vest,"[0, 0, 0, 0]",0.08,nan,nan,0.04414195567369461,0.007515925448387861,0.04421795904636383,0.0075321863405406475,0.04414195567369461,0.10964946448802948,nan,nan,nan,nan,nan,nan,36273,0,0.0,0.0,nan,253.94607543945312,291.99383544921875,386.97417119421016,0.5344376183505272
