result_dir,output_file,strategy_dir,output_strategy,bbox_name,split,index,prompt,bbox_xyxy,bbox_source,threshold,inside_output_target_l1,inside_output_target_mse,outside_output_source_l1,outside_output_source_mse,outside_outer_output_source_l1,outside_outer_output_source_mse,whole_output_source_l1,whole_output_target_l1,clip_output_prompt_similarity,clip_target_prompt_similarity,lpips_output_target_whole,lpips_output_source_whole,lpips_output_target_inside_bbox,lpips_output_source_inside_bbox,changed_pixels,bbox_pixels,changed_bbox_iou,changed_inside_bbox_ratio,bbox_coverage_by_change,changed_center_x,changed_center_y,changed_to_bbox_center_distance_px,changed_to_bbox_center_distance_norm
results/final_demo_bbox_variation/strategy_b_small-corners,strategy_b_final_epoch_0010_step_002560_test_0_seed1234_bbox_top_right_strategy_b.png,strategy_b_small-corners,strategy_b,top_right,test,0,Add a metallic spoon,"[288, 0, 512, 89]",info,0.08,0.03918512910604477,0.00298124086111784,0.0,0.0,0.0,0.0,0.002973818453028798,0.041842080652713776,nan,nan,nan,nan,nan,nan,1838,19936,0.09219502407704655,1.0,0.09219502407704655,398.43798828125,38.0239372253418,6.66177676531014,0.009200366260745671
results/final_demo_bbox_variation/strategy_b_small-corners,strategy_b_final_epoch_0010_step_002560_test_1_seed1234_bbox_bottom_left_strategy_b.png,strategy_b_small-corners,strategy_b,bottom_left,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[0, 400, 104, 512]",info,0.08,0.013673530891537666,0.0003308863379061222,0.0,0.0,0.0,0.0,0.0006059284787625074,0.019779805094003677,nan,nan,nan,nan,nan,nan,27,11648,0.0023179945054945055,1.0,0.0023179945054945055,74.62963104248047,435.7037048339844,30.398022938750884,0.04198173467706049
results/final_demo_bbox_variation/strategy_b_small-corners,strategy_b_final_epoch_0010_step_002560_test_1_seed1234_bbox_bottom_right_strategy_b.png,strategy_b_small-corners,strategy_b,bottom_right,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[304, 288, 512, 512]",info,0.08,0.010168594308197498,0.0035593071952462196,0.0,0.0,0.0,0.0,0.0004661509592551738,0.019636845216155052,nan,nan,nan,nan,nan,nan,0,46592,0.0,nan,0.0,nan,nan,nan,nan
results/final_demo_bbox_variation/strategy_b_small-corners,strategy_b_final_epoch_0010_step_002560_test_1_seed1234_bbox_center_strategy_b.png,strategy_b_small-corners,strategy_b,center,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[152, 144, 360, 368]",info,0.08,0.11184088885784149,0.03777676448225975,0.0,0.0,0.0,0.0,0.01166907511651516,0.02210669405758381,nan,nan,nan,nan,nan,nan,7517,46592,0.16133671016483517,1.0,0.16133671016483517,261.5068359375,267.04815673828125,12.344513330065746,0.017048611496361755
results/final_demo_bbox_variation/strategy_b_small-corners,strategy_b_final_epoch_0010_step_002560_test_1_seed1234_bbox_original_strategy_b.png,strategy_b_small-corners,strategy_b,original,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[184, 136, 392, 360]",info,0.08,0.10717366635799408,0.03471921384334564,0.0,0.0,0.0,0.0,0.009212324395775795,0.020913241431117058,nan,nan,nan,nan,nan,nan,6156,46592,0.13212568681318682,1.0,0.13212568681318682,290.6119384765625,262.1708984375,14.409600450091862,0.019900637094626333
results/final_demo_bbox_variation/strategy_b_small-corners,strategy_b_final_epoch_0010_step_002560_test_1_seed1234_bbox_top_left_strategy_b.png,strategy_b_small-corners,strategy_b,top_left,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[0, 0, 208, 224]",info,0.08,0.013096500188112259,0.001304306206293404,0.0,0.0,0.0,0.0,0.0012283873511478305,0.020370258018374443,nan,nan,nan,nan,nan,nan,653,46592,0.014015281593406594,1.0,0.014015281593406594,63.084228515625,47.676876068115234,76.23361875523292,0.10528380620354526
results/final_demo_bbox_variation/strategy_b_small-corners,strategy_b_final_epoch_0010_step_002560_test_1_seed1234_bbox_top_right_strategy_b.png,strategy_b_small-corners,strategy_b,top_right,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[408, 0, 512, 112]",info,0.08,0.022251849994063377,0.0012893463717773557,0.0,0.0,0.0,0.0,0.0009855881799012423,0.020145639777183533,nan,nan,nan,nan,nan,nan,516,11648,0.04429945054945055,1.0,0.04429945054945055,440.3294677734375,25.174419403076172,36.5670105041919,0.05050152557662852
results/final_demo_bbox_variation/strategy_b_small-corners,strategy_b_final_epoch_0010_step_002560_test_2_seed1234_bbox_bottom_left_strategy_b.png,strategy_b_small-corners,strategy_b,bottom_left,test,2,Add a person in a yellow vest,"[0, 400, 44, 512]",info,0.08,0.08002053946256638,0.011761750094592571,0.0,0.0,0.0,0.0,0.0015062768943607807,0.08163417130708694,nan,nan,nan,nan,nan,nan,1862,4928,0.3778409090909091,1.0,0.3778409090909091,21.450054168701172,464.20086669921875,8.219285555066085,0.011351391704093486
results/final_demo_bbox_variation/strategy_b_small-corners,strategy_b_final_epoch_0010_step_002560_test_2_seed1234_bbox_bottom_right_strategy_b.png,strategy_b_small-corners,strategy_b,bottom_right,test,2,Add a person in a yellow vest,"[312, 0, 512, 512]",info,0.08,0.007771879900246859,0.0006415407406166196,0.0,0.0,0.0,0.0,0.0015277888160198927,0.08164098858833313,nan,nan,nan,nan,nan,nan,1866,102400,0.01822265625,1.0,0.01822265625,491.5278625488281,459.57769775390625,218.56019753003085,0.3018464800213987
results/final_demo_bbox_variation/strategy_b_small-corners,strategy_b_final_epoch_0010_step_002560_test_2_seed1234_bbox_center_strategy_b.png,strategy_b_small-corners,strategy_b,center,test,2,Add a person in a yellow vest,"[156, 0, 356, 512]",info,0.08,0.14800643920898438,0.06142310053110123,0.0,0.0,0.0,0.0,0.0009334789356216788,0.08020249009132385,nan,nan,nan,nan,nan,nan,825,102400,0.008056640625,1.0,0.008056640625,255.0230255126953,251.2593994140625,4.840224484901007,0.0066846788198020824
results/final_demo_bbox_variation/strategy_b_small-corners,strategy_b_final_epoch_0010_step_002560_test_2_seed1234_bbox_original_strategy_b.png,strategy_b_small-corners,strategy_b,original,test,2,Add a person in a yellow vest,"[88, 0, 288, 512]",info,0.08,0.19736038148403168,0.08230575919151306,0.0,0.0,0.0,0.0,0.0005502289859578013,0.08016753941774368,nan,nan,nan,nan,nan,nan,299,102400,0.002919921875,1.0,0.002919921875,204.4147186279297,234.68228149414062,26.905168832942884,0.037157865880357153
results/final_demo_bbox_variation/strategy_b_small-corners,strategy_b_final_epoch_0010_step_002560_test_2_seed1234_bbox_top_left_strategy_b.png,strategy_b_small-corners,strategy_b,top_left,test,2,Add a person in a yellow vest,"[0, 0, 200, 512]",info,0.08,0.12106028199195862,0.0513884574174881,0.0,0.0,0.0,0.0,0.00015642252401448786,0.0803261399269104,nan,nan,nan,nan,nan,nan,0,102400,0.0,nan,0.0,nan,nan,nan,nan
results/final_demo_bbox_variation/strategy_b_small-corners,strategy_b_final_epoch_0010_step_002560_test_2_seed1234_bbox_top_right_strategy_b.png,strategy_b_small-corners,strategy_b,top_right,test,2,Add a person in a yellow vest,"[468, 0, 512, 112]",info,0.08,0.007281586527824402,9.186338138533756e-05,0.0,0.0,0.0,0.0,0.00013612236944027245,0.08030414581298828,nan,nan,nan,nan,nan,nan,1,4928,0.00020292207792207794,1.0,0.00020292207792207794,470.0,111.0,58.52349955359813,0.08082492850218187
results/final_demo_bbox_variation/strategy_c_corners,strategy_c_final_epoch_0010_step_002560_test_0_seed1234_bbox_bottom_left_strategy_c.png,strategy_c_corners,strategy_c,bottom_left,test,0,Add a metallic spoon,"[0, 423, 224, 512]",info,0.08,0.024931414052844048,0.0011057269293814898,0.03759986534714699,0.005313074681907892,0.03795294463634491,0.005450915079563856,0.03661917895078659,0.06722727417945862,nan,nan,nan,nan,nan,nan,17745,19936,0.009646043782320946,0.02028740490278952,0.018057784911717497,325.65692138671875,277.8658752441406,285.6753075230188,0.394537006185701
results/final_demo_bbox_variation/strategy_c_corners,strategy_c_final_epoch_0010_step_002560_test_0_seed1234_bbox_bottom_right_strategy_c.png,strategy_c_corners,strategy_c,bottom_right,test,0,Add a metallic spoon,"[8, 312, 512, 512]",info,0.08,0.0522843673825264,0.012285299599170685,0.029554367065429688,0.0017186870099976659,0.029606422409415245,0.0017290696268901229,0.03633634001016617,0.06712021678686142,nan,nan,nan,nan,nan,nan,17410,100800,0.08937260395163668,0.5570361860999425,0.09621031746031745,317.83160400390625,281.32574462890625,142.8994591958082,0.1973538605961842
results/final_demo_bbox_variation/strategy_c_corners,strategy_c_final_epoch_0010_step_002560_test_0_seed1234_bbox_center_strategy_c.png,strategy_c_corners,strategy_c,center,test,0,Add a metallic spoon,"[4, 156, 508, 356]",info,0.08,0.1968735307455063,0.08850937336683273,0.03500286489725113,0.0027492213994264603,0.03404051437973976,0.002252149162814021,0.09117010980844498,0.09778104722499847,nan,nan,nan,nan,nan,nan,55856,100800,0.39802775422783454,0.7984997135491263,0.4424702380952381,282.6044921875,243.6770782470703,29.319846607436,0.040492699920834735
results/final_demo_bbox_variation/strategy_c_corners,strategy_c_final_epoch_0010_step_002560_test_0_seed1234_bbox_original_strategy_c.png,strategy_c_corners,strategy_c,original,test,0,Add a metallic spoon,"[0, 144, 504, 344]",info,0.08,0.1958313137292862,0.084568090736866,0.03430672362446785,0.002403093269094825,0.034196846187114716,0.0022724526934325695,0.0906875804066658,0.09685468673706055,nan,nan,nan,nan,nan,nan,57295,100800,0.41532828418470574,0.8097216161968758,0.4602480158730159,265.19793701171875,239.09115600585938,14.08127447087465,0.019447196613485308
results/final_demo_bbox_variation/strategy_c_corners,strategy_c_final_epoch_0010_step_002560_test_0_seed1234_bbox_top_left_strategy_c.png,strategy_c_corners,strategy_c,top_left,test,0,Add a metallic spoon,"[0, 0, 504, 200]",info,0.08,0.08296553045511246,0.026677275076508522,0.028430894017219543,0.0015778448432683945,0.028770552948117256,0.001607954385690391,0.043833743780851364,0.07358003407716751,nan,nan,nan,nan,nan,nan,21483,100800,0.13700859151262693,0.6858911697621375,0.14618055555555556,235.62225341796875,189.2208709716797,90.71160014050216,0.12527888201490556
results/final_demo_bbox_variation/strategy_c_corners,strategy_c_final_epoch_0010_step_002560_test_0_seed1234_bbox_top_right_strategy_c.png,strategy_c_corners,strategy_c,top_right,test,0,Add a metallic spoon,"[288, 0, 512, 89]",info,0.08,0.03880535438656807,0.0029336465522646904,0.04939549043774605,0.01263167429715395,0.04986293986439705,0.01298442017287016,0.04858385771512985,0.07807976752519608,nan,nan,nan,nan,nan,nan,24993,19936,0.04183188405797102,0.0721802104589285,0.09048956661316213,221.2277069091797,177.92637634277344,223.07427166957999,0.3080807230582229
results/final_demo_bbox_variation/strategy_c_corners,strategy_c_final_epoch_0010_step_002560_test_1_seed1234_bbox_bottom_left_strategy_c.png,strategy_c_corners,strategy_c,bottom_left,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[0, 400, 104, 512]",info,0.08,0.059122152626514435,0.031951792538166046,0.04079693555831909,0.015100639313459396,0.03639272600412369,0.01163996011018753,0.04161020368337631,0.05726821348071098,nan,nan,nan,nan,nan,nan,18978,11648,0.029237800779674687,0.04584255453683212,0.07469093406593406,167.04978942871094,259.9278259277344,227.33400865909957,0.31396370921322386
results/final_demo_bbox_variation/strategy_c_corners,strategy_c_final_epoch_0010_step_002560_test_1_seed1234_bbox_bottom_right_strategy_c.png,strategy_c_corners,strategy_c,bottom_right,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[304, 288, 512, 512]",info,0.08,0.11249111592769623,0.05792993679642677,0.02296505495905876,0.0014675476122647524,0.02363988570868969,0.0015352406771853566,0.037777114659547806,0.05361635237932205,nan,nan,nan,nan,nan,nan,19428,46592,0.16523703625260333,0.481881820053531,0.20093578296703296,274.1405334472656,254.3100128173828,197.84824778363284,0.2732418704173498
results/final_demo_bbox_variation/strategy_c_corners,strategy_c_final_epoch_0010_step_002560_test_1_seed1234_bbox_center_strategy_c.png,strategy_c_corners,strategy_c,center,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[152, 144, 360, 368]",info,0.08,0.21429555118083954,0.10138501226902008,0.022754188627004623,0.0016304965829476714,0.02342107892036438,0.0015602571656927466,0.05946538969874382,0.057464879006147385,nan,nan,nan,nan,nan,nan,33576,46592,0.4150457161012462,0.7003216583273767,0.5046789148351648,234.4610137939453,225.52731323242188,37.31638468045297,0.05153646222053533
results/final_demo_bbox_variation/strategy_c_corners,strategy_c_final_epoch_0010_step_002560_test_1_seed1234_bbox_original_strategy_c.png,strategy_c_corners,strategy_c,original,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[184, 136, 392, 360]",info,0.08,0.18075117468833923,0.08500603586435318,0.02327137626707554,0.0018644013907760382,0.02365655079483986,0.0015754883643239737,0.05851692706346512,0.05159977823495865,nan,nan,nan,nan,nan,nan,33425,46592,0.40817978635411717,0.6939117427075542,0.49781078296703296,262.1657409667969,220.5382843017578,37.70351136016006,0.05207111046350235
results/final_demo_bbox_variation/strategy_c_corners,strategy_c_final_epoch_0010_step_002560_test_1_seed1234_bbox_top_left_strategy_c.png,strategy_c_corners,strategy_c,top_left,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[0, 0, 208, 224]",info,0.08,0.10363458096981049,0.02874309942126274,0.01891310140490532,0.0010637171799317002,0.018557673320174217,0.0010398050071671605,0.033359721302986145,0.04921609163284302,nan,nan,nan,nan,nan,nan,22899,46592,0.3022318835147949,0.7043102318878554,0.34615384615384615,148.2178192138672,120.95108795166016,45.114715022358254,0.06230648617892212
results/final_demo_bbox_variation/strategy_c_corners,strategy_c_final_epoch_0010_step_002560_test_1_seed1234_bbox_top_right_strategy_c.png,strategy_c_corners,strategy_c,top_right,test,1,"Add a striped cat with gray and white fur, blue eyes, and a collar with a tag","[408, 0, 512, 112]",info,0.08,0.06718503683805466,0.021124908700585365,0.032839879393577576,0.007643979974091053,0.030478863045573235,0.006425877567380667,0.03436354920268059,0.04976990818977356,nan,nan,nan,nan,nan,nan,19448,11648,0.06573445746795531,0.0986219662690251,0.16466346153846154,297.2389831542969,145.8486785888672,185.91378014771476,0.2567595598798321
results/final_demo_bbox_variation/strategy_c_corners,strategy_c_final_epoch_0010_step_002560_test_2_seed1234_bbox_bottom_left_strategy_c.png,strategy_c_corners,strategy_c,bottom_left,test,2,Add a person in a yellow vest,"[0, 400, 44, 512]",info,0.08,0.37918156385421753,0.18030229210853577,0.08349870890378952,0.02901463955640793,0.08020665496587753,0.027360374107956886,0.08905775099992752,0.11134937405586243,nan,nan,nan,nan,nan,nan,63630,4928,0.07187192195243977,0.07224579600817224,0.9328327922077922,201.41712951660156,326.7624206542969,221.1172952962158,0.30537800574527824
